picUrl,name,profileLink,department,deptLink
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Dai Minghui,https://pureportal.coventry.ac.uk/en/persons/dai-minghui,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/organisations/faculty-of-business-law
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Golly Minkah,https://pureportal.coventry.ac.uk/en/persons/golly-minkah,Research Centre for Financial & Corporate Integrity,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-financial-corporate-integrity-2
https://pureportal.coventry.ac.uk//files-asset/51541465/Behnam_Mirgol.jpg,Behnam Mirgol,https://pureportal.coventry.ac.uk/en/persons/behnam-mirgol,"Centre for Agroecology, Water and Resilience",https://pureportal.coventry.ac.uk/en/organisations/centre-for-agroecology-water-and-resilience-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Lucie Mirkova,https://pureportal.coventry.ac.uk/en/persons/lucie-mirkova,Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/organisations/faculty-of-arts-humanities
https://pureportal.coventry.ac.uk//files-asset/41292412/115960397_10157381075336981_6990210260619552428_n.jpg,Hiten Mistry,https://pureportal.coventry.ac.uk/en/persons/hiten-mistry,Research Centre for Dance Research (CDaRE),https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-dance-research-cdare
https://pureportal.coventry.ac.uk//files-asset/25820597/FAYE_3.jpg,Faye Mitchell,https://pureportal.coventry.ac.uk/en/persons/faye-mitchell,"School of Computing, Mathematics and Data Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-computing-mathematics-and-data-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Nhlanganiso Mlilo,https://pureportal.coventry.ac.uk/en/persons/mlilo-mlilo,Centre for Manufacturing and Materials,https://pureportal.coventry.ac.uk/en/organisations/centre-for-manufacturing-and-materials
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Matilda Mmegwa,https://pureportal.coventry.ac.uk/en/persons/matilda-mmegwa,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Clare Mobberley,https://pureportal.coventry.ac.uk/en/persons/clare-mobberley,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//files-asset/26217274/nina_isabella_moeller_800x600.jpg,Nina Moeller,https://pureportal.coventry.ac.uk/en/persons/nina-moeller,"Centre for Agroecology, Water and Resilience",https://pureportal.coventry.ac.uk/en/organisations/centre-for-agroecology-water-and-resilience-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Mia Mohac,https://pureportal.coventry.ac.uk/en/persons/mia-mohac,"School of Computing, Mathematics and Data Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-computing-mathematics-and-data-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Zeina Samy Hamed Ibrahim Mohamed,https://pureportal.coventry.ac.uk/en/persons/zeina-samy-hamed-ibrahim-mohamed,Research Centre for Financial & Corporate Integrity,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-financial-corporate-integrity-2
https://pureportal.coventry.ac.uk//files-asset/54554982/My_Pic_PurePortal.jpg,Mohamed Ahsan Mohamed Mafaz,https://pureportal.coventry.ac.uk/en/persons/mohamed-ahsan-mohamed-mafaz,Research Centre for Computational Science and Mathematical Modelling,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-computational-science-and-mathematical-modell
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Zahra Mohammadnazari,https://pureportal.coventry.ac.uk/en/persons/zahra-mohammadnazari,School of Strategy and Leadership,https://pureportal.coventry.ac.uk/en/organisations/school-of-strategy-and-leadership
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Fuseini Mohammed,https://pureportal.coventry.ac.uk/en/persons/fuseini-mohammed,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Kabiru Mohammed,https://pureportal.coventry.ac.uk/en/persons/kabiru-mohammed,"School of Computing, Mathematics and Data Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-computing-mathematics-and-data-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Roza Mohammed,https://pureportal.coventry.ac.uk/en/persons/roza-mohammed,School of Strategy and Leadership,https://pureportal.coventry.ac.uk/en/organisations/school-of-strategy-and-leadership
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Seyashree Mohapatra,https://pureportal.coventry.ac.uk/en/persons/seyashree-mohapatra,"Research Centre for Arts, Memory and Communities",https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-arts-memory-and-communities
https://pureportal.coventry.ac.uk//files-asset/19609285/CovUni_11072018_MujahidMohiuddinBabu_4_3_.jpg,Mujahid Mohiuddin Babu,https://pureportal.coventry.ac.uk/en/persons/mujahid-mohiuddin-babu,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//files-asset/57133393/Rachael_Molitor_Headshot.JPG,Rachael Molitor,https://pureportal.coventry.ac.uk/en/persons/rachael-molitor,"School of Psychological, Social and Behavioural Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-psychological-social-and-behavioural-sciences
https://pureportal.coventry.ac.uk//files-asset/44675957/Head_shot.jpg,Rachel Monaghan,https://pureportal.coventry.ac.uk/en/persons/rachel-monaghan,"Centre for Trust, Peace and Social Relations",https://pureportal.coventry.ac.uk/en/organisations/centre-for-trust-peace-and-social-relations-3
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Joy Monkhouse,https://pureportal.coventry.ac.uk/en/persons/joy-monkhouse,School of Art and Design,https://pureportal.coventry.ac.uk/en/organisations/school-of-art-and-design
https://pureportal.coventry.ac.uk//files-asset/60165068/IMG_7402_square_clear_thumbnail.jpg,Tamlyn Monson,https://pureportal.coventry.ac.uk/en/persons/tamlyn-monson,"Centre for Trust, Peace and Social Relations",https://pureportal.coventry.ac.uk/en/organisations/centre-for-trust-peace-and-social-relations-3
https://pureportal.coventry.ac.uk//files-asset/56221/photo.jpeg,Louise Moody,https://pureportal.coventry.ac.uk/en/persons/louise-moody,"Research Centre for Arts, Memory and Communities",https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-arts-memory-and-communities
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Stacey Moon-Tracy,https://pureportal.coventry.ac.uk/en/persons/stacey-moon-tracy,"Research Centre for Arts, Memory and Communities",https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-arts-memory-and-communities
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Fiona Moor,https://pureportal.coventry.ac.uk/en/persons/fiona-moor,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Samuel Moore,https://pureportal.coventry.ac.uk/en/persons/samuel-moore,Research Centre in Postdigital Cultures,https://pureportal.coventry.ac.uk/en/organisations/research-centre-in-postdigital-cultures
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Sean Moore,https://pureportal.coventry.ac.uk/en/persons/sean-moore,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/organisations/faculty-of-business-law
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Anna Moorhouse,https://pureportal.coventry.ac.uk/en/persons/anna-moorhouse,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Catherine Morgan,https://pureportal.coventry.ac.uk/en/persons/catherine-morgan,School of Humanities,https://pureportal.coventry.ac.uk/en/organisations/school-of-humanities
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Katie Morgan,https://pureportal.coventry.ac.uk/en/persons/katie-morgan,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//files-asset/11210379/IMG_0082.JPG,Mike Morgan,https://pureportal.coventry.ac.uk/en/persons/mike-morgan,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Peter Morgan,https://pureportal.coventry.ac.uk/en/persons/peter-morgan,School of Strategy and Leadership,https://pureportal.coventry.ac.uk/en/organisations/school-of-strategy-and-leadership
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Richard Morgan,https://pureportal.coventry.ac.uk/en/persons/richard-morgan-2,School of Life Sciences,https://pureportal.coventry.ac.uk/en/organisations/school-of-life-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Marina Morgani-Birchall,https://pureportal.coventry.ac.uk/en/persons/marina-morgani-birchall,"School of Psychological, Social and Behavioural Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-psychological-social-and-behavioural-sciences
https://pureportal.coventry.ac.uk//files-asset/8179893/Luca_Morini.jpg,Luca Morini,https://pureportal.coventry.ac.uk/en/persons/luca-morini,Centre Global Learning,https://pureportal.coventry.ac.uk/en/organisations/centre-global-learning
https://pureportal.coventry.ac.uk//files-asset/79897/photo.jpeg,Igor Morozov,https://pureportal.coventry.ac.uk/en/persons/igor-morozov,Centre for Health and Life Sciences,https://pureportal.coventry.ac.uk/en/organisations/centre-for-health-and-life-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Rhys Morris,https://pureportal.coventry.ac.uk/en/persons/rhys-morris,School of Life Sciences,https://pureportal.coventry.ac.uk/en/organisations/school-of-life-sciences
https://pureportal.coventry.ac.uk//files-asset/10877208/Professional_staff_photo_CM.jpg,Chas Morrison,https://pureportal.coventry.ac.uk/en/persons/chas-morrison,"Centre for Trust, Peace and Social Relations",https://pureportal.coventry.ac.uk/en/organisations/centre-for-trust-peace-and-social-relations-3
https://pureportal.coventry.ac.uk//files-asset/19406943/DSC_1303_1_.jpg,Joe Morrissey,https://pureportal.coventry.ac.uk/en/persons/joe-morrissey,School of Humanities,https://pureportal.coventry.ac.uk/en/organisations/school-of-humanities
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Tim Morse,https://pureportal.coventry.ac.uk/en/persons/tim-morse,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Judith Mossman,https://pureportal.coventry.ac.uk/en/persons/judith-mossman,Vice-Chancellor's Office,https://pureportal.coventry.ac.uk/en/organisations/vice-chancellors-office
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Shervin Motamedi,https://pureportal.coventry.ac.uk/en/persons/shervin-motamedi,"School of Energy, Construction and Environment",https://pureportal.coventry.ac.uk/en/organisations/school-of-energy-construction-and-environment
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Leila Moueddene,https://pureportal.coventry.ac.uk/en/persons/leila-moueddene,Research Centre for Fluid and Complex Systems,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-fluid-and-complex-systems
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Seyed Mousavi,https://pureportal.coventry.ac.uk/en/persons/seyed-mousavi,"School of Computing, Mathematics and Data Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-computing-mathematics-and-data-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Maha Moustafa,https://pureportal.coventry.ac.uk/en/persons/maha-moustafa,"School of Computing, Mathematics and Data Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-computing-mathematics-and-data-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Michel Mrad,https://pureportal.coventry.ac.uk/en/persons/michel-mrad,School of Marketing and Management,https://pureportal.coventry.ac.uk/en/organisations/school-of-marketing-and-management
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Reem Muaid,https://pureportal.coventry.ac.uk/en/persons/reem-muaid,School of Marketing and Management,https://pureportal.coventry.ac.uk/en/organisations/school-of-marketing-and-management
https://pureportal.coventry.ac.uk//files-asset/54041/photo.jpeg,Fred Mudhai,https://pureportal.coventry.ac.uk/en/persons/fred-mudhai,School of Media and Performing Arts,https://pureportal.coventry.ac.uk/en/organisations/school-of-media-and-performing-arts
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Oliver Mudyarabikwa,https://pureportal.coventry.ac.uk/en/persons/oliver-mudyarabikwa,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Taus Muganda,https://pureportal.coventry.ac.uk/en/persons/taus-muganda,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/organisations/faculty-of-business-law
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Musa Muhammad,https://pureportal.coventry.ac.uk/en/persons/musa-muhammad,"School of Computing, Mathematics and Data Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-computing-mathematics-and-data-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Munya Mukesi,https://pureportal.coventry.ac.uk/en/persons/munya-mukesi,School of Life Sciences,https://pureportal.coventry.ac.uk/en/organisations/school-of-life-sciences
https://pureportal.coventry.ac.uk//files-asset/59319324/Abay_pic_Jan_2023.jpg,Abay Mulatu,https://pureportal.coventry.ac.uk/en/persons/abay-mulatu,Research Centre for Financial & Corporate Integrity,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-financial-corporate-integrity-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Amy Mulkerrins,https://pureportal.coventry.ac.uk/en/persons/amy-mulkerrins,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//files-asset/38445029/ITEM_ShantanuMullick_3418_1_.jpg,Shantanu Mullick,https://pureportal.coventry.ac.uk/en/persons/shantanu-mullick,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Nikki Murphy,https://pureportal.coventry.ac.uk/en/persons/nikki-murphy,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Paul Eugene Murphy,https://pureportal.coventry.ac.uk/en/persons/paul-eugene-murphy,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//files-asset/82693/photo.jpeg,Mansoob Murshed,https://pureportal.coventry.ac.uk/en/persons/mansoob-murshed,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/organisations/faculty-of-business-law
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Uroosa Mushtaq,https://pureportal.coventry.ac.uk/en/persons/uroosa-mushtaq,"Centre for Trust, Peace and Social Relations",https://pureportal.coventry.ac.uk/en/organisations/centre-for-trust-peace-and-social-relations-3
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Deepa Muthu Krishnan,https://pureportal.coventry.ac.uk/en/persons/deepa-muthu-krishnan,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Samreen Muzammil,https://pureportal.coventry.ac.uk/en/persons/samreen-muzammil,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//files-asset/60827409/profile_007_JD.jpg,Dingayo Mzyece,https://pureportal.coventry.ac.uk/en/persons/dingayo-mzyece,"School of Energy, Construction and Environment",https://pureportal.coventry.ac.uk/en/organisations/school-of-energy-construction-and-environment
https://pureportal.coventry.ac.uk//files-asset/31100611/GZN_COV.jpg,Gilbert Naab,https://pureportal.coventry.ac.uk/en/persons/gilbert-naab,School of Strategy and Leadership,https://pureportal.coventry.ac.uk/en/organisations/school-of-strategy-and-leadership
https://pureportal.coventry.ac.uk//files-asset/59549005/IMG_1730.jpg,Hassan Naanouh,https://pureportal.coventry.ac.uk/en/persons/hassan-naanouh,Research Centre for Fluid and Complex Systems,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-fluid-and-complex-systems
https://pureportal.coventry.ac.uk//files-asset/60432190/Photo_on_12_01_07_at_7.00_PM_2.jpg,Teoma Naccarato,https://pureportal.coventry.ac.uk/en/persons/teoma-naccarato-3,Research Centre for Dance Research (CDaRE),https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-dance-research-cdare
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Sakthi Shalini Nagaraj,https://pureportal.coventry.ac.uk/en/persons/sakthi-shalini-nagaraj,School of Mechanical Engineering,https://pureportal.coventry.ac.uk/en/organisations/school-of-mechanical-engineering
https://pureportal.coventry.ac.uk//files-asset/59931826/Roopa_Nagori_Profile_Photo.JPG,Roopa Nagori,https://pureportal.coventry.ac.uk/en/persons/roopa-nagori,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//files-asset/54690265/CYMERA_20201223_084319_01.jpg,Shruti Nair,https://pureportal.coventry.ac.uk/en/persons/shruti-nair,Research Centre for Computational Science and Mathematical Modelling,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-computational-science-and-mathematical-modell
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Laian Najjar,https://pureportal.coventry.ac.uk/en/persons/laian-najjar,"School of Psychological, Social and Behavioural Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-psychological-social-and-behavioural-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Caroline Nalule,https://pureportal.coventry.ac.uk/en/persons/caroline-nalule,"Centre for Trust, Peace and Social Relations",https://pureportal.coventry.ac.uk/en/organisations/centre-for-trust-peace-and-social-relations-3
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Brian Nalumenya,https://pureportal.coventry.ac.uk/en/persons/brian-nalumenya,"Centre for Agroecology, Water and Resilience",https://pureportal.coventry.ac.uk/en/organisations/centre-for-agroecology-water-and-resilience-2
https://pureportal.coventry.ac.uk//files-asset/52307467/smaller.JPG,Yasaman Namazi,https://pureportal.coventry.ac.uk/en/persons/yasaman-namazi,"Centre for Agroecology, Water and Resilience",https://pureportal.coventry.ac.uk/en/organisations/centre-for-agroecology-water-and-resilience-2
https://pureportal.coventry.ac.uk//files-asset/54795254/Chetak_Profile_Pic.jpg,Chetak Nangare,https://pureportal.coventry.ac.uk/en/persons/chetak-nangare,"School of Psychological, Social and Behavioural Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-psychological-social-and-behavioural-sciences
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Valerie Nangle,https://pureportal.coventry.ac.uk/en/persons/valerie-nangle,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Emily Louise Nash,https://pureportal.coventry.ac.uk/en/persons/emily-louise-nash,Centre for Future Transport and Cities,https://pureportal.coventry.ac.uk/en/organisations/centre-for-future-transport-and-cities
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Meysam Nasr Azadani,https://pureportal.coventry.ac.uk/en/persons/meysam-nasr-azadani,School of Mechanical Engineering,https://pureportal.coventry.ac.uk/en/organisations/school-of-mechanical-engineering
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Payam Nathani,https://pureportal.coventry.ac.uk/en/persons/payam-nathani,School of Future Transport Engineering,https://pureportal.coventry.ac.uk/en/organisations/school-of-future-transport-engineering
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Lara Naylor,https://pureportal.coventry.ac.uk/en/persons/lara-naylor,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Lucy Nchapi-Moloisane,https://pureportal.coventry.ac.uk/en/persons/lucy-nchapi-moloisane,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Siona Ndeh Cynthia,https://pureportal.coventry.ac.uk/en/persons/siona-ndeh-cynthia,International Centre for Transformational Entrepreneurship,https://pureportal.coventry.ac.uk/en/organisations/international-centre-for-transformational-entrepreneurship-2
https://pureportal.coventry.ac.uk//files-asset/29290056/DSC.JPG,David Ndolo,https://pureportal.coventry.ac.uk/en/persons/david-ndolo,School of Law,https://pureportal.coventry.ac.uk/en/organisations/school-of-law
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Lawrence Ndupu,https://pureportal.coventry.ac.uk/en/persons/lawrence-ndupu,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//files-asset/56056674/Cat_Profile_Photo_.jpg,Catalina Neculai,https://pureportal.coventry.ac.uk/en/persons/catalina-neculai,Centre for Academic Writing,https://pureportal.coventry.ac.uk/en/organisations/centre-for-academic-writing
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Alexandra Negoita,https://pureportal.coventry.ac.uk/en/persons/alexandra-negoita,"School of Psychological, Social and Behavioural Sciences",https://pureportal.coventry.ac.uk/en/organisations/school-of-psychological-social-and-behavioural-sciences
https://pureportal.coventry.ac.uk//files-asset/57023/photo.jpeg,Hilary Nesi,https://pureportal.coventry.ac.uk/en/persons/hilary-nesi,"Research Centre for Arts, Memory and Communities",https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-arts-memory-and-communities
https://pureportal.coventry.ac.uk//files-asset/40979518/thumbnail.jpeg,Mohammad Khaleq Newaz,https://pureportal.coventry.ac.uk/en/persons/mohammad-khaleq-newaz,"School of Economics, Finance and Accounting",https://pureportal.coventry.ac.uk/en/organisations/school-of-economics-finance-and-accounting
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Kathryn Newcombe,https://pureportal.coventry.ac.uk/en/persons/kathryn-newcombe,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Sue Newing,https://pureportal.coventry.ac.uk/en/persons/sue-newing,Research Centre for Business in Society,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-business-in-society-2
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Dean Newman,https://pureportal.coventry.ac.uk/en/persons/dean-newman,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Michael Newman,https://pureportal.coventry.ac.uk/en/persons/michael-newman,Centre for Future Transport and Cities,https://pureportal.coventry.ac.uk/en/organisations/centre-for-future-transport-and-cities
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Michelle Newman,https://pureportal.coventry.ac.uk/en/persons/michelle-newman,"School of Energy, Construction and Environment",https://pureportal.coventry.ac.uk/en/organisations/school-of-energy-construction-and-environment
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Steph Newman,https://pureportal.coventry.ac.uk/en/persons/steph-newman,"School of Nursing, Midwifery and Health",https://pureportal.coventry.ac.uk/en/organisations/school-of-nursing-midwifery-and-health
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Alireza Nezhadettehad,https://pureportal.coventry.ac.uk/en/persons/alireza-nezhadettehad,Centre for Future Transport and Cities,https://pureportal.coventry.ac.uk/en/organisations/centre-for-future-transport-and-cities
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Chung Fei Ng,https://pureportal.coventry.ac.uk/en/persons/chung-fei-ng,"Centre for Trust, Peace and Social Relations",https://pureportal.coventry.ac.uk/en/organisations/centre-for-trust-peace-and-social-relations-3
https://pureportal.coventry.ac.uk//files-asset/48330/photo.jpeg,Samson Ngambi,https://pureportal.coventry.ac.uk/en/persons/samson-ngambi,"School of Energy, Construction and Environment",https://pureportal.coventry.ac.uk/en/organisations/school-of-energy-construction-and-environment
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Hang Nguyen,https://pureportal.coventry.ac.uk/en/persons/hang-nguyen,School of Strategy and Leadership,https://pureportal.coventry.ac.uk/en/organisations/school-of-strategy-and-leadership
https://pureportal.coventry.ac.uk//assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png,Nam Trung Nguyen,https://pureportal.coventry.ac.uk/en/persons/nam-trung-nguyen,Research Centre for Financial & Corporate Integrity,https://pureportal.coventry.ac.uk/en/organisations/research-centre-for-financial-corporate-integrity-2
